# Program: ./chanconfig.pl  Version 1.21 2018-04-09 13:44 claude
# Generated by dcmgr@transform at 2021/09/16 17:45:06
# Modified by awk on Fri Sep 17 15:56:44 PDT 2021
# DB: dcucb  connect: dcucb  user: eew
# progname: EEW_UCB
# Epoch time: 2021/09/16 17:45:06
# distinct: distinct
# override: 0
# clipcheck: 1
# dupcheck: 1
# gaincheck: 1
# zcheck: 1
# showsensortype: 1
# showgroundmotionclip: 1
# showazdip: 1

#columns: network station location channel latitude longitude elevation samplerate gain units groundmotionclip azimuth dip sensortype
BK  BUCR 00 HHZ 37.6733 -120.1496  1034.0   100.00  6.126800e+08               DU/M/S       0.013689   0.0 -90.0 CMG-3T-PH,Velocity Sensor,GURALP
BK  BUCR 00 HNE 37.6733 -120.1496  1034.0   100.00  2.139220e+05            DU/M/S**2        UNKNOWN  88.0   0.0 FORTIS-PH,Accelerometer,GURALP
BK  BUCR 00 HNN 37.6733 -120.1496  1034.0   100.00  2.135120e+05            DU/M/S**2        UNKNOWN 358.0   0.0 FORTIS-PH,Accelerometer,GURALP
BK  BUCR 00 HNZ 37.6733 -120.1496  1034.0   100.00  2.122820e+05            DU/M/S**2        UNKNOWN   0.0 -90.0 FORTIS-PH,Accelerometer,GURALP
BK   CMB 00 BHE 38.0346 -120.3865   697.0    40.00  4.349661e+09               DU/M/S        UNKNOWN  90.0   0.0 Streckeisen STS-1/E300 VBB Feedback Horizontal Sei
BK   CMB 00 BHN 38.0346 -120.3865   697.0    40.00  3.311822e+09               DU/M/S        UNKNOWN   0.0   0.0 Streckeisen STS-1/E300 VBB Feedback Horizontal Sei
BK   CMB 00 BHZ 38.0346 -120.3865   697.0    40.00  5.196239e+09               DU/M/S       0.001614   0.0 -90.0 Streckeisen STS-1/E300 VBB Feedback Vertical Seism
BK   CMB 00 HHE 38.0346 -120.3865   697.0   100.00  4.349661e+09               DU/M/S        UNKNOWN  90.0   0.0 Streckeisen STS-1/E300 VBB Feedback Horizontal Sei
BK   CMB 00 HHN 38.0346 -120.3865   697.0   100.00  3.311822e+09               DU/M/S        UNKNOWN   0.0   0.0 Streckeisen STS-1/E300 VBB Feedback Horizontal Sei
BK   CMB 00 HHZ 38.0346 -120.3865   697.0   100.00  5.196239e+09               DU/M/S       0.001614   0.0 -90.0 Streckeisen STS-1/E300 VBB Feedback Vertical Seism
BK   CMB 00 HNE 38.0346 -120.3865   697.0   100.00  2.139095e+05            DU/M/S**2        UNKNOWN  90.0   0.0 Kinemetrics FBA ES-T Accel. GFE (4 g max 5 v/g)
BK   CMB 00 HNN 38.0346 -120.3865   697.0   100.00  2.310915e+05            DU/M/S**2        UNKNOWN   0.0   0.0 Kinemetrics FBA ES-T Accel. GFE (4 g max 5 v/g)
BK   CMB 00 HNZ 38.0346 -120.3865   697.0   100.00  2.123366e+05            DU/M/S**2        UNKNOWN   0.0 -90.0 Kinemetrics FBA ES-T Accel. GFE (4 g max 5 v/g)
BK  CMSB 00 HNE 37.8719 -122.2517    94.7   100.00  2.101850e+05            DU/M/S**2        UNKNOWN  90.0   0.0 Kinemetrics FBA ES-T Accel. (4 g max 5 v/g)
